mode,b1,b2,b3,r1,r2,r3,y
bounty,FANG,GUS,MR. P,BROCK,LEON,MANDY,1
bounty,FANG,GUS,MR. P,BROCK,LEON,MANDY,1
bounty,FANG,GUS,MR. P,BROCK,LEON,MANDY,0
heist,AMBER,MEG,PIPER,BROCK,COLETTE,CROW,0
heist,AMBER,MEG,PIPER,BROCK,COLETTE,CROW,1
heist,AMBER,MEG,PIPER,BROCK,COLETTE,CROW,0
hotZone,CLANCY,CORDELIUS,MELODIE,DYNAMIKE,SANDY,SURGE,0
hotZone,CLANCY,CORDELIUS,MELODIE,DYNAMIKE,SANDY,SURGE,0
brawlBall,BARLEY,LILY,RICO,BUZZ,COLT,DYNAMIKE,0
brawlBall,BARLEY,LILY,RICO,BUZZ,COLT,DYNAMIKE,0
bounty,BROCK,BULL,DYNAMIKE,GALE,MICO,RICO,0
bounty,BROCK,BULL,DYNAMIKE,GALE,MICO,RICO,1
bounty,BROCK,BULL,DYNAMIKE,GALE,MICO,RICO,0
gemGrab,BUSTER,JESSIE,SPIKE,GALE,MEG,SANDY,0
gemGrab,BUSTER,JESSIE,SPIKE,GALE,MEG,SANDY,0
gemGrab,BUSTER,JESSIE,SPIKE,GALE,MEG,SANDY,1
knockout,BUSTER,DYNAMIKE,KIT,BROCK,BUZZ,LEON,0
knockout,BUSTER,DYNAMIKE,KIT,BROCK,BUZZ,LEON,0
gemGrab,GALE,MEG,NITA,JESSIE,ROSA,SPIKE,0
gemGrab,GALE,MEG,NITA,JESSIE,ROSA,SPIKE,1
gemGrab,GALE,MEG,NITA,JESSIE,ROSA,SPIKE,0
heist,BROCK,COLETTE,PIPER,COLT,CROW,JESSIE,0
heist,BROCK,COLETTE,PIPER,COLT,CROW,JESSIE,0
heist,BROCK,COLETTE,PIPER,COLT,CROW,JESSIE,1
heist,COLT,CROW,MEG,CHUCK,GALE,MANDY,1
heist,COLT,CROW,MEG,CHUCK,GALE,MANDY,1
knockout,CARL,NANI,PIPER,BELLE,LEON,MANDY,0
knockout,CARL,NANI,PIPER,BELLE,LEON,MANDY,0
heist,COLETTE,DYNAMIKE,RICO,BARLEY,FRANK,SAM,0
heist,COLETTE,DYNAMIKE,RICO,BARLEY,FRANK,SAM,0
brawlBall,BYRON,COLT,JESSIE,CARL,CHESTER,SPROUT,1
brawlBall,BYRON,COLT,JESSIE,CARL,CHESTER,SPROUT,1
brawlBall,BIBI,CARL,GALE,COLETTE,COLT,SANDY,0
brawlBall,BIBI,CARL,GALE,COLETTE,COLT,SANDY,0
gemGrab,GALE,PENNY,ROSA,BO,GENE,SURGE,0
gemGrab,GALE,PENNY,ROSA,BO,GENE,SURGE,0
knockout,BIBI,EL PRIMO,GRAY,ANGELO,CARL,LARRY & LAWRIE,1
knockout,BIBI,EL PRIMO,GRAY,ANGELO,CARL,LARRY & LAWRIE,1
bounty,BELLE,MR. P,SPIKE,ANGELO,BROCK,GENE,0
bounty,BELLE,MR. P,SPIKE,ANGELO,BROCK,GENE,0
hotZone,BARLEY,MORTIS,SANDY,EDGAR,JESSIE,POCO,1
hotZone,BARLEY,MORTIS,SANDY,EDGAR,JESSIE,POCO,1
bounty,COLT,LEON,MANDY,GENE,NANI,PIPER,0
bounty,COLT,LEON,MANDY,GENE,NANI,PIPER,0
hotZone,BARLEY,JESSIE,TARA,DYNAMIKE,RICO,SANDY,0
hotZone,BARLEY,JESSIE,TARA,DYNAMIKE,RICO,SANDY,0
heist,BERRY,COLETTE,MELODIE,BIBI,LARRY & LAWRIE,MEG,0
heist,BERRY,COLETTE,MELODIE,BIBI,LARRY & LAWRIE,MEG,1
heist,BERRY,COLETTE,MELODIE,BIBI,LARRY & LAWRIE,MEG,0
hotZone,MEG,R-T,WILLOW,BARLEY,BIBI,SURGE,1
hotZone,MEG,R-T,WILLOW,BARLEY,BIBI,SURGE,1
gemGrab,BO,BUSTER,TARA,GRAY,JESSIE,SANDY,0
gemGrab,BO,BUSTER,TARA,GRAY,JESSIE,SANDY,0
gemGrab,BUSTER,LARRY & LAWRIE,MEG,COLT,LILY,SHELLY,1
gemGrab,BUSTER,LARRY & LAWRIE,MEG,COLT,LILY,SHELLY,0
gemGrab,BUSTER,LARRY & LAWRIE,MEG,COLT,LILY,SHELLY,1
hotZone,CROW,GALE,POCO,COLT,LOU,SANDY,0
hotZone,CROW,GALE,POCO,COLT,LOU,SANDY,0
knockout,BYRON,LEON,PIPER,BELLE,R-T,RICO,1
knockout,BYRON,LEON,PIPER,BELLE,R-T,RICO,1
knockout,ANGELO,NANI,SPROUT,BERRY,EDGAR,LARRY & LAWRIE,0
knockout,ANGELO,NANI,SPROUT,BERRY,EDGAR,LARRY & LAWRIE,0
brawlBall,BARLEY,BUZZ,CHESTER,BIBI,DYNAMIKE,HANK,1
brawlBall,BARLEY,BUZZ,CHESTER,BIBI,DYNAMIKE,HANK,1
brawlBall,BARLEY,BUZZ,CHESTER,BIBI,DYNAMIKE,HANK,0
brawlBall,AMBER,DOUG,FRANK,BUZZ,COLETTE,SANDY,0
brawlBall,AMBER,DOUG,FRANK,BUZZ,COLETTE,SANDY,0
gemGrab,8-BIT,COLETTE,SANDY,ASH,MEG,RICO,1
gemGrab,8-BIT,COLETTE,SANDY,ASH,MEG,RICO,1
hotZone,AMBER,BARLEY,SURGE,GALE,LARRY & LAWRIE,SANDY,0
hotZone,AMBER,BARLEY,SURGE,GALE,LARRY & LAWRIE,SANDY,0
hotZone,LARRY & LAWRIE,SAM,SURGE,AMBER,JESSIE,STU,1
hotZone,LARRY & LAWRIE,SAM,SURGE,AMBER,JESSIE,STU,1
bounty,CARL,MEG,R-T,BONNIE,BYRON,SPROUT,0
bounty,CARL,MEG,R-T,BONNIE,BYRON,SPROUT,0
hotZone,JESSIE,MORTIS,SANDY,DYNAMIKE,LEON,MICO,0
hotZone,JESSIE,MORTIS,SANDY,DYNAMIKE,LEON,MICO,0
gemGrab,ASH,JESSIE,SANDY,CORDELIUS,CROW,JACKY,0
gemGrab,ASH,JESSIE,SANDY,CORDELIUS,CROW,JACKY,0
bounty,GRAY,MANDY,NANI,FRANK,GENE,PIPER,0
bounty,GRAY,MANDY,NANI,FRANK,GENE,PIPER,0
bounty,BYRON,GROM,R-T,GENE,MANDY,PIPER,1
bounty,BYRON,GROM,R-T,GENE,MANDY,PIPER,1
gemGrab,FANG,GENE,PIPER,DOUG,MAX,SANDY,1
gemGrab,FANG,GENE,PIPER,DOUG,MAX,SANDY,1
bounty,DOUG,MANDY,NANI,BUZZ,BYRON,MAX,1
bounty,DOUG,MANDY,NANI,BUZZ,BYRON,MAX,1
bounty,DOUG,MANDY,NANI,BUZZ,BYRON,MAX,0
gemGrab,CROW,JESSIE,RUFFS,DYNAMIKE,MEG,SANDY,1
gemGrab,CROW,JESSIE,RUFFS,DYNAMIKE,MEG,SANDY,1
gemGrab,BYRON,MEG,RICO,GALE,MAX,PAM,0
gemGrab,BYRON,MEG,RICO,GALE,MAX,PAM,0
gemGrab,CHESTER,FRANK,GENE,GALE,MAX,RICO,0
gemGrab,CHESTER,FRANK,GENE,GALE,MAX,RICO,0
hotZone,DOUG,GALE,STU,BIBI,BYRON,KIT,0
hotZone,DOUG,GALE,STU,BIBI,BYRON,KIT,0
bounty,DOUG,GENE,MAX,BELLE,COLETTE,LARRY & LAWRIE,0
bounty,DOUG,GENE,MAX,BELLE,COLETTE,LARRY & LAWRIE,0
knockout,BELLE,GRAY,MANDY,BUSTER,GENE,PIPER,1
knockout,BELLE,GRAY,MANDY,BUSTER,GENE,PIPER,1
knockout,BROCK,PIPER,R-T,ANGELO,BYRON,RICO,1
knockout,BROCK,PIPER,R-T,ANGELO,BYRON,RICO,1
knockout,BROCK,PIPER,R-T,ANGELO,BYRON,RICO,0
bounty,EVE,LARRY & LAWRIE,SPROUT,BARLEY,CLANCY,GALE,0
bounty,EVE,LARRY & LAWRIE,SPROUT,BARLEY,CLANCY,GALE,0
hotZone,BYRON,COLETTE,LARRY & LAWRIE,JACKY,JESSIE,LOU,0
hotZone,BYRON,COLETTE,LARRY & LAWRIE,JACKY,JESSIE,LOU,0
hotZone,BYRON,COLETTE,LARRY & LAWRIE,JACKY,JESSIE,LOU,1
heist,BARLEY,COLETTE,COLT,CHESTER,CROW,EDGAR,0
heist,BARLEY,COLETTE,COLT,CHESTER,CROW,EDGAR,0
heist,BARLEY,COLETTE,COLT,CHESTER,CROW,EDGAR,1
knockout,EDGAR,GENE,LARRY & LAWRIE,MANDY,PIPER,SPROUT,0
knockout,EDGAR,GENE,LARRY & LAWRIE,MANDY,PIPER,SPROUT,0
knockout,ANGELO,BUSTER,LEON,RICO,SPIKE,TICK,1
knockout,ANGELO,BUSTER,LEON,RICO,SPIKE,TICK,1
knockout,ANGELO,BUSTER,LEON,RICO,SPIKE,TICK,0
brawlBall,BULL,DYNAMIKE,RICO,CORDELIUS,FRANK,GRAY,1
brawlBall,BULL,DYNAMIKE,RICO,CORDELIUS,FRANK,GRAY,1
knockout,BYRON,COLT,MEG,BROCK,PIPER,R-T,1
knockout,BYRON,COLT,MEG,BROCK,PIPER,R-T,1
bounty,GENE,MORTIS,MR. P,BYRON,NANI,SPROUT,0
bounty,GENE,MORTIS,MR. P,BYRON,NANI,SPROUT,0
gemGrab,LILY,MEG,MELODIE,CORDELIUS,JESSIE,PIPER,0
gemGrab,LILY,MEG,MELODIE,CORDELIUS,JESSIE,PIPER,0
gemGrab,BIBI,GALE,JESSIE,CROW,DYNAMIKE,MAX,0
gemGrab,BIBI,GALE,JESSIE,CROW,DYNAMIKE,MAX,0
gemGrab,BIBI,GALE,JESSIE,CROW,DYNAMIKE,MAX,1
gemGrab,GENE,ROSA,SURGE,MEG,PIPER,TARA,1
gemGrab,GENE,ROSA,SURGE,MEG,PIPER,TARA,0
gemGrab,GENE,ROSA,SURGE,MEG,PIPER,TARA,1
knockout,BROCK,MANDY,MAX,COLT,EVE,SQUEAK,0
knockout,BROCK,MANDY,MAX,COLT,EVE,SQUEAK,0
brawlBall,CHESTER,COLT,FRANK,BUSTER,DYNAMIKE,SANDY,1
brawlBall,CHESTER,COLT,FRANK,BUSTER,DYNAMIKE,SANDY,1
gemGrab,AMBER,LEON,SANDY,CLANCY,GENE,RICO,1
gemGrab,AMBER,LEON,SANDY,CLANCY,GENE,RICO,1
bounty,8-BIT,ANGELO,FANG,BYRON,MR. P,NANI,0
bounty,8-BIT,ANGELO,FANG,BYRON,MR. P,NANI,0
gemGrab,GALE,PIPER,STU,BYRON,CLANCY,GENE,0
gemGrab,GALE,PIPER,STU,BYRON,CLANCY,GENE,0
hotZone,CHESTER,CLANCY,FRANK,AMBER,LARRY & LAWRIE,SANDY,1
hotZone,CHESTER,CLANCY,FRANK,AMBER,LARRY & LAWRIE,SANDY,1
hotZone,CHESTER,CLANCY,FRANK,AMBER,LARRY & LAWRIE,SANDY,0
knockout,ANGELO,MR. P,SAM,COLT,FRANK,PIPER,0
knockout,ANGELO,MR. P,SAM,COLT,FRANK,PIPER,0
knockout,ANGELO,MR. P,SAM,COLT,FRANK,PIPER,1
brawlBall,CLANCY,JACKY,LILY,FRANK,LARRY & LAWRIE,MELODIE,0
brawlBall,CLANCY,JACKY,LILY,FRANK,LARRY & LAWRIE,MELODIE,1
brawlBall,CLANCY,JACKY,LILY,FRANK,LARRY & LAWRIE,MELODIE,0
bounty,COLT,MANDY,STU,ANGELO,GENE,NANI,1
bounty,COLT,MANDY,STU,ANGELO,GENE,NANI,1
bounty,COLT,MANDY,STU,ANGELO,GENE,NANI,0
hotZone,CORDELIUS,DOUG,LARRY & LAWRIE,DYNAMIKE,GALE,MORTIS,0
hotZone,CORDELIUS,DOUG,LARRY & LAWRIE,DYNAMIKE,GALE,MORTIS,0
hotZone,BERRY,GALE,JESSIE,ASH,BUZZ,GRAY,0
hotZone,BERRY,GALE,JESSIE,ASH,BUZZ,GRAY,0
heist,CROW,LARRY & LAWRIE,LEON,BROCK,CLANCY,SPIKE,0
heist,CROW,LARRY & LAWRIE,LEON,BROCK,CLANCY,SPIKE,1
heist,CROW,LARRY & LAWRIE,LEON,BROCK,CLANCY,SPIKE,0
knockout,DYNAMIKE,MANDY,RICO,BROCK,GRAY,LEON,1
knockout,DYNAMIKE,MANDY,RICO,BROCK,GRAY,LEON,1
heist,COLETTE,COLT,DYNAMIKE,AMBER,JESSIE,MEG,1
heist,COLETTE,COLT,DYNAMIKE,AMBER,JESSIE,MEG,1
brawlBall,BUSTER,DYNAMIKE,GALE,BARLEY,MAX,RICO,0
brawlBall,BUSTER,DYNAMIKE,GALE,BARLEY,MAX,RICO,0
brawlBall,BUSTER,DYNAMIKE,GALE,BARLEY,MAX,RICO,1
bounty,DYNAMIKE,FRANK,GRIFF,ANGELO,BULL,LARRY & LAWRIE,1
bounty,DYNAMIKE,FRANK,GRIFF,ANGELO,BULL,LARRY & LAWRIE,1
bounty,DYNAMIKE,FRANK,GRIFF,ANGELO,BULL,LARRY & LAWRIE,0
gemGrab,CHARLIE,MAX,RICO,BYRON,CLANCY,MEG,1
gemGrab,CHARLIE,MAX,RICO,BYRON,CLANCY,MEG,1
brawlBall,AMBER,PIPER,STU,BO,COLT,FRANK,1
brawlBall,AMBER,PIPER,STU,BO,COLT,FRANK,1
heist,COLT,GALE,JESSIE,BUZZ,CLANCY,LARRY & LAWRIE,1
heist,COLT,GALE,JESSIE,BUZZ,CLANCY,LARRY & LAWRIE,1
bounty,BEA,BYRON,GROM,ANGELO,FANG,GENE,0
bounty,BEA,BYRON,GROM,ANGELO,FANG,GENE,0
bounty,BONNIE,COLT,GENE,BEA,BELLE,NANI,0
bounty,BONNIE,COLT,GENE,BEA,BELLE,NANI,1
bounty,BONNIE,COLT,GENE,BEA,BELLE,NANI,0
hotZone,BARLEY,JACKY,RICO,CLANCY,CORDELIUS,FRANK,0
hotZone,BARLEY,JACKY,RICO,CLANCY,CORDELIUS,FRANK,1
hotZone,BARLEY,JACKY,RICO,CLANCY,CORDELIUS,FRANK,0
bounty,BELLE,MANDY,MR. P,COLT,NANI,R-T,1
bounty,BELLE,MANDY,MR. P,COLT,NANI,R-T,1
gemGrab,ANGELO,MAISIE,SURGE,JESSIE,RICO,SANDY,0
gemGrab,ANGELO,MAISIE,SURGE,JESSIE,RICO,SANDY,0
gemGrab,GALE,JESSIE,MORTIS,BUSTER,MR. P,SURGE,1
gemGrab,GALE,JESSIE,MORTIS,BUSTER,MR. P,SURGE,1
brawlBall,BO,BROCK,CHESTER,BUSTER,BUZZ,DYNAMIKE,1
brawlBall,BO,BROCK,CHESTER,BUSTER,BUZZ,DYNAMIKE,1
brawlBall,BO,BROCK,CHESTER,BUSTER,BUZZ,DYNAMIKE,1
heist,ANGELO,MELODIE,NITA,CLANCY,JESSIE,MEG,1
heist,ANGELO,MELODIE,NITA,CLANCY,JESSIE,MEG,0
heist,ANGELO,MELODIE,NITA,CLANCY,JESSIE,MEG,1
brawlBall,DYNAMIKE,LILY,STU,CLANCY,GALE,SURGE,1
brawlBall,DYNAMIKE,LILY,STU,CLANCY,GALE,SURGE,0
brawlBall,DYNAMIKE,LILY,STU,CLANCY,GALE,SURGE,1
heist,COLETTE,CORDELIUS,DYNAMIKE,CHUCK,EDGAR,MELODIE,0
heist,COLETTE,CORDELIUS,DYNAMIKE,CHUCK,EDGAR,MELODIE,0
heist,COLETTE,CORDELIUS,DYNAMIKE,CHUCK,EDGAR,MELODIE,1
brawlBall,CARL,GRAY,RICO,BERRY,COLT,PIPER,0
brawlBall,CARL,GRAY,RICO,BERRY,COLT,PIPER,0
brawlBall,BUSTER,RICO,SURGE,DYNAMIKE,GALE,MEG,0
brawlBall,BUSTER,RICO,SURGE,DYNAMIKE,GALE,MEG,0
gemGrab,BIBI,GENE,RICO,BUSTER,CARL,PIPER,1
gemGrab,BIBI,GENE,RICO,BUSTER,CARL,PIPER,1
hotZone,BUSTER,GALE,LARRY & LAWRIE,BYRON,MEG,STU,1
hotZone,BUSTER,GALE,LARRY & LAWRIE,BYRON,MEG,STU,1
heist,CARL,CROW,GALE,ANGELO,COLETTE,JESSIE,0
heist,CARL,CROW,GALE,ANGELO,COLETTE,JESSIE,0
hotZone,LOU,MICO,SANDY,BYRON,PIPER,SPROUT,1
hotZone,LOU,MICO,SANDY,BYRON,PIPER,SPROUT,1
hotZone,GALE,LILY,MAX,BYRON,LARRY & LAWRIE,MEG,0
hotZone,GALE,LILY,MAX,BYRON,LARRY & LAWRIE,MEG,0
knockout,GENE,LILY,SPROUT,BUSTER,LARRY & LAWRIE,MANDY,1
knockout,GENE,LILY,SPROUT,BUSTER,LARRY & LAWRIE,MANDY,1
knockout,HANK,LARRY & LAWRIE,LEON,BYRON,CARL,PIPER,1
knockout,HANK,LARRY & LAWRIE,LEON,BYRON,CARL,PIPER,1
gemGrab,BUSTER,GENE,LOU,CHESTER,EDGAR,JESSIE,0
gemGrab,BUSTER,GENE,LOU,CHESTER,EDGAR,JESSIE,0
gemGrab,BUSTER,CHESTER,GALE,BYRON,SURGE,TARA,0
gemGrab,BUSTER,CHESTER,GALE,BYRON,SURGE,TARA,0
heist,COLT,CORDELIUS,PIPER,ANGELO,BYRON,CHUCK,1
heist,COLT,CORDELIUS,PIPER,ANGELO,BYRON,CHUCK,1
gemGrab,NITA,SANDY,SQUEAK,CHESTER,CROW,MORTIS,1
gemGrab,NITA,SANDY,SQUEAK,CHESTER,CROW,MORTIS,1
gemGrab,NITA,SANDY,SQUEAK,CHESTER,CROW,MORTIS,0
brawlBall,COLETTE,COLT,SURGE,BERRY,NITA,TARA,0
brawlBall,COLETTE,COLT,SURGE,BERRY,NITA,TARA,0
bounty,COLT,JACKY,KIT,ANGELO,BARLEY,CLANCY,1
bounty,COLT,JACKY,KIT,ANGELO,BARLEY,CLANCY,1
bounty,ANGELO,BUSTER,GALE,BUZZ,CHESTER,DYNAMIKE,1
bounty,ANGELO,BUSTER,GALE,BUZZ,CHESTER,DYNAMIKE,1
hotZone,MEG,SURGE,WILLOW,BARLEY,JACKY,KIT,1
hotZone,MEG,SURGE,WILLOW,BARLEY,JACKY,KIT,1
heist,BARLEY,GALE,RICO,BERRY,NITA,STU,0
heist,BARLEY,GALE,RICO,BERRY,NITA,STU,0
heist,CHUCK,LARRY & LAWRIE,RICO,CLANCY,DYNAMIKE,SPIKE,1
heist,CHUCK,LARRY & LAWRIE,RICO,CLANCY,DYNAMIKE,SPIKE,0
heist,CHUCK,LARRY & LAWRIE,RICO,CLANCY,DYNAMIKE,SPIKE,1
gemGrab,AMBER,CHESTER,GENE,CROW,JESSIE,STU,0
gemGrab,AMBER,CHESTER,GENE,CROW,JESSIE,STU,0
heist,CROW,GALE,GRIFF,BARLEY,CHUCK,NITA,1
heist,CROW,GALE,GRIFF,BARLEY,CHUCK,NITA,1
heist,CROW,GALE,GRIFF,BARLEY,CHUCK,NITA,0
heist,COLT,MEG,NITA,GALE,JESSIE,NANI,1
heist,COLT,MEG,NITA,GALE,JESSIE,NANI,1
knockout,BARLEY,LILY,RICO,GENE,NANI,SHELLY,1
knockout,BARLEY,LILY,RICO,GENE,NANI,SHELLY,1
bounty,LEON,R-T,RICO,ANGELO,BROCK,MORTIS,0
bounty,LEON,R-T,RICO,ANGELO,BROCK,MORTIS,0
heist,LARRY & LAWRIE,MEG,SPIKE,BERRY,DYNAMIKE,RICO,1
heist,LARRY & LAWRIE,MEG,SPIKE,BERRY,DYNAMIKE,RICO,0
heist,LARRY & LAWRIE,MEG,SPIKE,BERRY,DYNAMIKE,RICO,1
bounty,BYRON,MAX,MEG,ANGELO,GENE,KIT,1
bounty,BYRON,MAX,MEG,ANGELO,GENE,KIT,1
bounty,BYRON,MAX,MEG,ANGELO,GENE,KIT,0
hotZone,LILY,MORTIS,SPIKE,BIBI,EDGAR,RICO,1
hotZone,LILY,MORTIS,SPIKE,BIBI,EDGAR,RICO,1
gemGrab,GALE,PIPER,TARA,CLANCY,JESSIE,SAM,0
gemGrab,GALE,PIPER,TARA,CLANCY,JESSIE,SAM,0
gemGrab,GALE,PIPER,TARA,CLANCY,JESSIE,SAM,1
knockout,BELLE,BROCK,LILY,ANGELO,GENE,LEON,0
knockout,BELLE,BROCK,LILY,ANGELO,GENE,LEON,1
knockout,BELLE,BROCK,LILY,ANGELO,GENE,LEON,0
knockout,BUSTER,PIPER,SPROUT,CHUCK,LARRY & LAWRIE,MANDY,0
knockout,BUSTER,PIPER,SPROUT,CHUCK,LARRY & LAWRIE,MANDY,0
brawlBall,BYRON,MEG,RICO,CLANCY,GRAY,PIPER,1
brawlBall,BYRON,MEG,RICO,CLANCY,GRAY,PIPER,1
bounty,BYRON,PIPER,R-T,ANGELO,LARRY & LAWRIE,LEON,1
bounty,BYRON,PIPER,R-T,ANGELO,LARRY & LAWRIE,LEON,1
brawlBall,HANK,LARRY & LAWRIE,PIPER,BARLEY,GALE,STU,0
brawlBall,HANK,LARRY & LAWRIE,PIPER,BARLEY,GALE,STU,0
gemGrab,CARL,CHESTER,MEG,BUZZ,PENNY,STU,0
gemGrab,CARL,CHESTER,MEG,BUZZ,PENNY,STU,1
gemGrab,EVE,JANET,JESSIE,GALE,PIPER,TARA,0
gemGrab,EVE,JANET,JESSIE,GALE,PIPER,TARA,0
knockout,BYRON,JESSIE,KIT,ANGELO,BROCK,STU,0
knockout,BYRON,JESSIE,KIT,ANGELO,BROCK,STU,0
bounty,BYRON,GENE,MANDY,BROCK,JESSIE,MORTIS,0
bounty,BYRON,GENE,MANDY,BROCK,JESSIE,MORTIS,0
bounty,BYRON,GENE,MANDY,BROCK,JESSIE,MORTIS,1
gemGrab,CHUCK,JESSIE,SURGE,CLANCY,GALE,MAX,0
gemGrab,CHUCK,JESSIE,SURGE,CLANCY,GALE,MAX,1
gemGrab,CHUCK,JESSIE,SURGE,CLANCY,GALE,MAX,0
brawlBall,COLT,RICO,SANDY,BARLEY,GRAY,JESSIE,1
brawlBall,COLT,RICO,SANDY,BARLEY,GRAY,JESSIE,1
gemGrab,BYRON,CHESTER,MEG,BELLE,BUSTER,JESSIE,1
gemGrab,BYRON,CHESTER,MEG,BELLE,BUSTER,JESSIE,0
gemGrab,BYRON,CHESTER,MEG,BELLE,BUSTER,JESSIE,1
heist,CROW,DYNAMIKE,MORTIS,LARRY & LAWRIE,MEG,RICO,0
heist,CROW,DYNAMIKE,MORTIS,LARRY & LAWRIE,MEG,RICO,0
brawlBall,CROW,LILY,RICO,BARLEY,COLT,SPIKE,0
brawlBall,CROW,LILY,RICO,BARLEY,COLT,SPIKE,1
brawlBall,CROW,LILY,RICO,BARLEY,COLT,SPIKE,0
gemGrab,BUZZ,CHESTER,CROW,EMZ,RICO,SPIKE,0
gemGrab,BUZZ,CHESTER,CROW,EMZ,RICO,SPIKE,0
gemGrab,CHESTER,MEG,PIPER,CLANCY,LILY,SURGE,0
gemGrab,CHESTER,MEG,PIPER,CLANCY,LILY,SURGE,0
gemGrab,CHARLIE,JESSIE,TARA,COLETTE,COLT,GENE,0
gemGrab,CHARLIE,JESSIE,TARA,COLETTE,COLT,GENE,0
gemGrab,CHARLIE,JESSIE,TARA,COLETTE,COLT,GENE,1
bounty,COLT,MR. P,NANI,BONNIE,BROCK,SPIKE,0
bounty,COLT,MR. P,NANI,BONNIE,BROCK,SPIKE,0
brawlBall,LOU,MORTIS,RICO,BULL,MEG,SURGE,1
brawlBall,LOU,MORTIS,RICO,BULL,MEG,SURGE,1
heist,BROCK,BYRON,PIPER,COLT,MANDY,NANI,0
heist,BROCK,BYRON,PIPER,COLT,MANDY,NANI,0
hotZone,BERRY,BROCK,SURGE,BIBI,SANDY,TICK,1
hotZone,BERRY,BROCK,SURGE,BIBI,SANDY,TICK,0
hotZone,BERRY,BROCK,SURGE,BIBI,SANDY,TICK,1
knockout,PIPER,RICO,TICK,BARLEY,BUSTER,DYNAMIKE,0
knockout,PIPER,RICO,TICK,BARLEY,BUSTER,DYNAMIKE,0
knockout,BROCK,COLT,SPROUT,BELLE,BYRON,PIPER,0
knockout,BROCK,COLT,SPROUT,BELLE,BYRON,PIPER,0
hotZone,GALE,SAM,SPROUT,BARLEY,JESSIE,SANDY,1
hotZone,GALE,SAM,SPROUT,BARLEY,JESSIE,SANDY,1
gemGrab,ANGELO,JESSIE,RICO,BYRON,COLT,GALE,1
gemGrab,ANGELO,JESSIE,RICO,BYRON,COLT,GALE,1
heist,BELLE,COLETTE,PIPER,COLT,MEG,SPIKE,1
heist,BELLE,COLETTE,PIPER,COLT,MEG,SPIKE,1
gemGrab,BUSTER,GENE,MEG,AMBER,PIPER,SANDY,0
gemGrab,BUSTER,GENE,MEG,AMBER,PIPER,SANDY,0
heist,BELLE,BYRON,COLETTE,CARL,COLT,PIPER,1
heist,BELLE,BYRON,COLETTE,CARL,COLT,PIPER,1
gemGrab,AMBER,CLANCY,SANDY,COLT,GALE,JESSIE,1
gemGrab,AMBER,CLANCY,SANDY,COLT,GALE,JESSIE,1
brawlBall,CLANCY,DYNAMIKE,LEON,BARLEY,JACKY,SANDY,0
brawlBall,CLANCY,DYNAMIKE,LEON,BARLEY,JACKY,SANDY,0
brawlBall,DOUG,JACKY,JESSIE,AMBER,DYNAMIKE,SANDY,1
brawlBall,DOUG,JACKY,JESSIE,AMBER,DYNAMIKE,SANDY,1
hotZone,LARRY & LAWRIE,MAX,SURGE,BARLEY,CARL,MEG,0
hotZone,LARRY & LAWRIE,MAX,SURGE,BARLEY,CARL,MEG,0
brawlBall,BYRON,CHESTER,LARRY & LAWRIE,BARLEY,MAX,STU,1
brawlBall,BYRON,CHESTER,LARRY & LAWRIE,BARLEY,MAX,STU,1
brawlBall,CARL,DYNAMIKE,RICO,GRIFF,LARRY & LAWRIE,MAX,1
brawlBall,CARL,DYNAMIKE,RICO,GRIFF,LARRY & LAWRIE,MAX,1
knockout,EVE,MANDY,PEARL,BROCK,PIPER,R-T,0
knockout,EVE,MANDY,PEARL,BROCK,PIPER,R-T,0
hotZone,BYRON,FRANK,LOU,BARLEY,MAX,STU,1
hotZone,BYRON,FRANK,LOU,BARLEY,MAX,STU,1
heist,MAX,MEG,PIPER,COLETTE,COLT,EVE,0
heist,MAX,MEG,PIPER,COLETTE,COLT,EVE,0
knockout,PIPER,R-T,SPROUT,GRAY,LARRY & LAWRIE,MANDY,0
knockout,PIPER,R-T,SPROUT,GRAY,LARRY & LAWRIE,MANDY,0
knockout,PIPER,R-T,SPROUT,GRAY,LARRY & LAWRIE,MANDY,1
brawlBall,BARLEY,MAX,SANDY,LARRY & LAWRIE,OTIS,RICO,0
brawlBall,BARLEY,MAX,SANDY,LARRY & LAWRIE,OTIS,RICO,0
brawlBall,BARLEY,BUSTER,STU,CARL,CHESTER,RICO,0
brawlBall,BARLEY,BUSTER,STU,CARL,CHESTER,RICO,0
bounty,8-BIT,BYRON,MR. P,GENE,MAX,MORTIS,0
bounty,8-BIT,BYRON,MR. P,GENE,MAX,MORTIS,0
bounty,8-BIT,BYRON,MR. P,GENE,MAX,MORTIS,1
hotZone,CHESTER,GALE,GRAY,CHARLIE,LARRY & LAWRIE,STU,1
hotZone,CHESTER,GALE,GRAY,CHARLIE,LARRY & LAWRIE,STU,1
hotZone,BUZZ,CHESTER,GALE,AMBER,BIBI,DYNAMIKE,1
hotZone,BUZZ,CHESTER,GALE,AMBER,BIBI,DYNAMIKE,0
hotZone,BUZZ,CHESTER,GALE,AMBER,BIBI,DYNAMIKE,1
knockout,BARLEY,LEON,LILY,BROCK,MANDY,PIPER,1
knockout,BARLEY,LEON,LILY,BROCK,MANDY,PIPER,1
heist,BULL,COLETTE,RICO,CARL,LARRY & LAWRIE,NITA,1
heist,BULL,COLETTE,RICO,CARL,LARRY & LAWRIE,NITA,1
